0.0006458166	-200	0.000643298	0.000643697	0.0006544004	0.0006627148	0.0007457567	0.0006751703	0.0006979826	0.0007384056	0.0007382139	0.0007216664
0.0006588435	-198	0.000656181	0.0006566155	0.0006677355	0.000676411	0.000762948	0.0006894309	0.0007131565	0.0007553223	0.0007550218	0.000737788
0.0006722675	-196	0.000669452	0.0006699251	0.0006814822	0.000690538	0.000780756	0.000704153	0.0007288388	0.0007728423	0.0007724237	0.000754467
0.000686105	-194	0.000683127	0.0006836415	0.0006956576	0.000705114	0.0007992111	0.0007193569	0.0007450526	0.0007909947	0.0007904481	0.0007717296
0.000700373	-192	0.000697223	0.0006977814	0.0007102797	0.0007201583	0.0008183456	0.0007350641	0.0007618227	0.0008098111	0.0008091255	0.0007896038
0.0007150894	-190	0.000711757	0.0007123625	0.0007253675	0.0007356913	0.0008381936	0.0007512971	0.0007791749	0.0008293245	0.0008284884	0.0008081192
0.0007302733	-188	0.000726747	0.0007274029	0.0007409407	0.0007517343	0.0008587916	0.0007680799	0.0007971368	0.0008495706	0.0008485712	0.0008273072
0.0007459446	-186	0.000742213	0.0007429222	0.0007570207	0.00076831	0.0008801785	0.0007854378	0.0008157377	0.0008705868	0.0008694103	0.0008472013
0.0007621242	-184	0.000758174	0.0007589409	0.0007736293	0.0007854425	0.0009023956	0.0008033975	0.0008350086	0.0008924134	0.000891045	0.0008678368
0.0007788343	-182	0.000774653	0.0007754804	0.0007907902	0.0008031569	0.0009254872	0.0008219875	0.0008549824	0.0009150933	0.0009135167	0.0008892517
0.0007960984	-180	0.00079167	0.0007925635	0.000808528	0.0008214798	0.0009495003	0.0008412379	0.000875694	0.0009386722	0.0009368697	0.0009114862
0.0008139409	-178	0.000809251	0.000810214	0.0008268688	0.0008404398	0.0009744854	0.0008611804	0.0008971808	0.0009631987	0.0009611513	0.0009345831
0.0008323881	-176	0.000827419	0.0008284572	0.0008458403	0.0008600664	0.001000496	0.0008818491	0.0009194822	0.0009887253	0.0009864121	0.0009585881
0.0008514674	-174	0.000846202	0.0008473199	0.0008654715	0.0008803917	0.001027591	0.0009032798	0.0009426405	0.001015308	0.001012706	0.0009835502
0.000871208	-172	0.000865626	0.0008668301	0.0008857934	0.0009014492	0.001055831	0.0009255107	0.0009667006	0.001043006	0.001040091	0.001009521
0.0008916404	-170	0.000885722	0.0008870177	0.0009068387	0.0009232745	0.001085282	0.0009485824	0.0009917103	0.001071883	0.001068628	0.001036557
0.0009127975	-168	0.00090652	0.0009079142	0.0009286421	0.0009459055	0.001116016	0.0009725384	0.001017721	0.00110201	0.001098385	0.001064718
0.0009347136	-166	0.000928053	0.0009295528	0.0009512404	0.0009693825	0.00114811	0.0009974246	0.001044787	0.001133459	0.001129432	0.001094067
0.0009574255	-164	0.000950356	0.0009519691	0.0009746725	0.0009937482	0.001181644	0.00102329	0.001072967	0.001166309	0.001161846	0.001124673
0.0009809717	-162	0.000973466	0.0009752003	0.0009989799	0.001019048	0.001216709	0.001050188	0.001102324	0.001200648	0.00119571	0.00115661
0.001005394	-160	0.000997421	0.0009992861	0.001024207	0.001045331	0.0012534	0.001078173	0.001132924	0.001236566	0.001231111	0.001189957
0.001030735	-158	0.00102226	0.001024269	0.001050399	0.001072648	0.001291818	0.001107306	0.00116484	0.001274162	0.001268145	0.001224797
0.001057042	-156	0.00104804	0.001050193	0.001077608	0.001101054	0.001332076	0.001137651	0.001198148	0.001313546	0.001306914	0.001261224
0.001084364	-154	0.00107479	0.001077106	0.001105886	0.001130609	0.001374295	0.001169277	0.001232932	0.001354831	0.001347531	0.001299336
0.001112755	-152	0.00110257	0.001105058	0.001135289	0.001161374	0.001418603	0.001202256	0.001269281	0.001398143	0.001390115	0.001339238
0.001142269	-150	0.00113142	0.001134104	0.001165878	0.001193418	0.001465142	0.001236668	0.001307291	0.00144362	0.001434795	0.001381046
