1.004311	1.017063	1.022179	0.9962413	1.014209	1.013255	1.018626	1.023879	0.9944068	1.014053	1.012021	1.017424	1.002589	0.9885839	1.024148
1.012688	1.020438	1.027356	1.00205	1.003344	1.01359	1.008603	1.01845	1.010685	1.002121	1.001706	1.006005	1.00051	1.004594	0.9964301
1.008595	0.9967306	1.017264	1.003518	0.9873205	0.9995226	0.9999244	0.9964521	1.005866	0.9993535	0.9912627	1.004211	0.9915253	1.003254	0.9801416
0.9994147	1.002627	0.9888281	0.9984444	0.9862583	0.9899213	0.9931772	1.005663	1.004308	1.004435	0.994368	0.9973598	0.998039	1.010988	0.9910174
0.9811309	0.9755442	0.964556	1.001783	1.009718	0.9901167	0.9962008	0.9801143	0.9895161	0.993047	1.007236	0.9957286	0.998293	0.9993276	1.012618
0.9920323	0.9922575	0.9818128	0.9921687	1.01251	1.000444	0.9855621	0.9747627	0.9848411	0.9880335	0.9988345	0.9759675	1.020675	0.9750897	1.015437
1.007868	0.9831486	0.9977191	0.9631938	1.000067	1.008789	0.9825665	0.9651402	0.9612027	0.9821127	0.9827552	0.9920933	1.007763	0.9706466	0.9947686
0.998688	0.9699324	1.004847	0.9746435	0.9797941	1.000639	0.9829304	0.9734506	0.9429584	0.9822034	0.9771827	0.9873627	0.986028	0.9897124	0.9834144
1.020529	0.9590342	0.9771985	0.9744766	0.9758793	1.002481	0.9785349	0.9837678	0.9637439	0.9732428	0.988115	0.9762472	1.008687	0.9871029	0.9920748
1.010201	0.9722503	0.9752477	0.9866275	0.9880185	1.000137	0.9935132	0.9676616	0.9880057	0.976328	0.9887317	0.9814205	1.020005	1.000432	0.993107
0.9940979	0.9927048	0.9856393	0.9734085	0.9809777	0.9820226	0.9976847	0.9687679	0.9791592	0.9889636	0.9801604	0.9858247	1.01467	0.9954721	0.9855795
0.9870598	0.9853038	0.9883404	0.9540139	0.9682315	0.9882746	0.9850582	0.9654232	0.976642	0.9885099	0.9715251	0.9925127	1.015224	0.9879492	0.9819291
1.006568	0.9471194	0.9964436	0.9686349	0.9817972	0.9918472	0.9787589	0.9656547	0.9890606	0.9762599	0.9744177	1.002393	1.016055	0.962724	0.9831123
0.9968137	0.9464688	0.9667318	0.9785158	0.958338	0.9903121	1.00376	0.9733477	0.9788236	0.9834965	0.9609332	0.9994104	1.008456	0.9571053	0.9899349
0.9929121	0.9449235	0.9668068	0.9647627	0.9657126	1.0017	0.9919453	0.9669155	0.9689943	0.9754205	0.9675479	0.9935846	1.010004	0.9521449	0.9860578
1.012305	0.9670452	0.9747975	0.9576858	0.9884434	0.992852	0.97008	0.9598915	0.994191	0.9799803	0.9875832	1.000972	0.9960294	0.9584689	0.9819543
1.000218	0.9523245	0.9706334	0.95131	0.9661071	0.9819109	0.9723197	0.9806803	0.9799504	0.9810011	0.9927941	0.988155	0.9984547	0.9633822	0.9931321
