6.081332	6.182281	6.040953	6.185837	6.128421	6.218603	6.102138	5.939991	6.419357	6.0413	6.202684	6.033024	6.149513	6.150979	5.82963	5.818191	6.011219
5.9395	6.008184	6.135228	6.167482	6.287714	6.039597	6.135594	6.141258	6.081307	6.049426	6.115427	6.070302	6.144833	5.925138	5.866005	6.229621	6.100837
5.99436	5.933375	5.97796	6.202731	6.132062	5.99927	6.059299	5.987124	5.821986	6.151863	5.962866	5.94186	6.010268	6.061744	6.01959	6.216093	6.105935
5.99257	6.069794	5.978236	6.096108	5.995308	6.065928	6.086644	5.895073	6.06565	6.132978	6.084688	6.093516	5.902233	6.226528	5.935816	6.340725	6.165171
5.957192	6.134481	6.102366	5.924557	6.208497	5.987979	6.016917	6.019485	6.053885	6.131016	6.112845	6.15563	6.048563	6.156089	6.029204	6.19233	6.288159
5.929698	6.045699	6.074651	5.940114	6.241433	5.779592	5.685871	5.937117	5.955925	6.180715	6.06766	6.155349	5.965119	6.056015	6.188109	5.875906	5.977893
6.079699	6.138162	6.093456	6.119376	6.129926	6.11061	5.963324	5.988085	5.99329	5.930219	6.04946	6.109141	5.995995	6.076224	6.068553	6.082918	5.933425
6.170171	5.931654	5.877033	5.968446	6.118651	6.145215	6.038781	6.148079	6.032433	5.839481	5.871758	5.950165	6.022185	6.104974	6.260319	5.916713	5.777212
6.109485	5.955388	6.02284	5.810108	5.943263	6.081933	5.896014	6.012939	6.004083	5.989537	5.806746	5.952538	6.150244	6.211385	6.31497	6.247405	6.060928
6.129774	6.002692	5.904072	5.805381	5.885918	6.061846	5.927578	5.917563	5.869179	5.869494	6.087508	6.028788	6.048452	6.105437	5.92677	6.180745	6.194236
6.122047	5.8303	5.877897	5.759	5.792208	5.961211	5.900351	5.967858	6.052695	5.949016	6.127074	6.010335	6.006991	5.948721	6.100778	6.043099	6.11455
5.975443	5.789974	5.70902	5.890118	5.842185	6.023236	6.091849	5.942869	6.290527	5.981252	6.12739	6.024724	6.079255	5.780058	6.159575	6.065428	6.082565
6.016063	5.84828	5.99227	6.047364	6.024325	6.140061	6.227698	6.21435	5.97632	5.976412	6.064557	6.032104	5.956786	6.026076	5.822482	5.925119	6.130419
5.998339	5.919018	6.152907	6.095474	5.896678	6.097836	6.15843	6.090071	6.042478	6.139832	6.199941	6.020249	5.930695	5.859952	5.927212	5.710451	6.053205
5.899545	6.004659	5.728442	6.073067	6.083817	5.981212	6.073867	6.026322	6.048983	6.060033	6.002954	5.984509	6.051525	5.975877	6.128545	5.771696	5.920311
6.010347	6.034674	6.020815	6.135402	6.041149	5.922418	5.877166	5.949697	6.075948	6.178222	6.00035	6.058251	6.149107	5.754121	6.074512	5.980535	5.980406
5.92051	6.065399	6.104062	6.076868	5.998675	5.844298	5.91799	5.989728	6.014442	6.044905	5.885794	5.891838	6.044766	6.071642	5.670892	6.109053	6.055047
5.885561	6.019562	6.295533	6.036636	5.980182	5.936424	6.04864	6.01355	6.008612	5.914862	5.784887	5.860992	5.740928	6.105774	5.68083	5.960361	5.840127
5.868778	6.089429	6.188609	6.046086	5.993768	5.958463	6.121334	5.957696	5.854748	5.989494	5.845503	5.915962	5.931474	5.950902	5.811551	5.833601	5.755521
5.851042	6.132872	6.055153	6.212197	5.922414	5.944228	6.063496	5.849826	5.787971	5.893105	6.045413	5.983622	5.930595	5.937916	5.922053	6.13406	6.044174
6.109804	6.249991	5.704113	6.044168	6.002316	6.034855	5.998303	5.96901	5.93085	5.995831	5.953164	5.887237	5.943202	5.91376	5.8565	6.133486	5.871803
6.146406	5.940187	5.871061	6.093664	5.999889	6.127199	5.828226	6.048143	5.89084	5.970211	6.027532	5.865192	5.971423	5.667839	5.761827	5.958557	5.723114
5.984455	6.004059	5.956151	6.113206	6.052897	5.975406	5.873732	5.999223	5.915462	5.767437	6.018935	5.910301	6.156378	5.930717	5.705704	5.889638	5.747789
5.927228	5.892487	5.924755	6.076232	5.969291	5.89408	5.96408	5.808796	5.810593	5.892531	5.910827	5.910636	6.245465	6.108036	5.76112	5.787405	5.709477
5.957081	5.988367	5.755147	5.982047	5.976298	5.822193	5.924832	5.891659	5.837147	5.992497	5.989084	5.842854	5.961366	5.977566	5.77142	5.65507	5.856049
5.920316	5.880247	5.863173	6.140835	5.91146	5.907074	5.86861	5.982408	5.751333	6.036792	6.123168	5.956369	5.944849	5.975419	5.533897	6.112056	5.77681
5.914667	5.641354	5.91093	6.094155	5.867435	5.88219	6.020566	5.951556	5.980308	6.018919	6.057481	6.125648	6.059704	5.697304	5.703901	6.148595	5.949349
6.121506	5.926512	5.932489	6.07219	5.84207	6.037322	6.092913	5.913629	6.013926	6.011765	6.139744	5.982456	6.059282	5.846254	5.88121	5.89315	5.902743
5.954553	5.909851	5.935521	6.028379	5.835741	6.027519	6.05888	5.875323	6.029671	6.048262	6.062463	6.004852	5.942689	6.203854	5.837934	5.895653	6.028202
5.853717	6.142096	6.198541	5.945777	6.004765	5.942049	5.85929	5.859693	5.826415	6.096447	5.939805	5.773687	5.908664	6.075377	5.9766	5.722889	5.855791
5.859204	6.050493	6.122127	5.9501	6.079042	5.842401	5.953669	5.906178	5.840042	5.934009	6.026709	5.760253	5.810557	5.844493	6.136556	5.732549	5.53898
5.920609	6.016072	5.726957	6.031586	6.154152	5.839806	5.938048	5.888653	5.859521	5.853731	6.000625	5.576343	5.764644	5.955741	5.971793	5.868027	5.658792
6.198339	5.83055	5.727912	6.041106	5.991713	5.86601	5.97507	5.904522	5.834948	5.837511	5.829848	5.850885	5.753033	6.045501	5.739284	5.719615	5.796554
6.084685	5.938376	5.913777	5.973477	6.004704	5.848135	6.00708	5.869359	5.792058	5.785883	5.750013	5.993632	5.963927	6.077481	5.906587	6.01297	5.447166
6.045067	5.970973	6.003514	5.956926	6.00307	6.01399	5.971847	5.852735	5.871584	5.790999	5.794773	5.846345	5.980508	5.778597	5.820667	5.613905	5.830878
5.95317	5.985813	6.383742	6.013654	6.04646	6.117168	5.824563	5.736225	5.97428	5.911607	6.10253	5.857363	5.871994	5.934878	5.762547	5.399291	5.927939
5.93013	6.071191	6.10448	6.138217	6.064415	6.008823	5.918742	5.873565	5.857797	5.962389	6.159845	5.777079	5.835816	5.902143	5.931442	5.661784	5.376213
5.900673	5.915408	6.015271	6.121614	5.889577	5.894326	5.865253	5.846199	5.871365	5.879265	6.116325	5.890747	5.806176	5.909962	5.704491	5.713752	5.547095
5.896886	6.109165	5.958091	6.021804	5.786951	5.805565	5.905212	5.838331	5.814644	5.887949	6.02643	5.689517	5.972311	5.773571	5.881024	5.74576	5.802629
5.961825	6.110968	6.102697	6.008536	5.85461	5.943637	6.028713	6.038963	5.856789	5.899481	5.860378	5.578805	5.691668	5.633923	5.871919	5.700483	5.406985
5.992816	6.006335	5.814488	5.975329	5.918872	6.110413	5.877544	6.026336	5.847955	5.940448	5.960948	5.790243	5.901176	5.771828	5.593399	5.599379	5.507969
6.006502	6.114379	5.646584	5.973953	6.084721	6.204079	6.036191	5.984841	5.830079	5.874299	5.903622	6.049792	5.904966	5.82375	5.550801	5.739259	5.479186
6.071221	6.163411	5.849426	5.918266	6.007952	6.004264	6.044348	5.856959	5.829286	5.680996	5.836705	6.055999	5.951304	6.006151	5.88505	5.555695	5.666673
5.866402	6.010288	5.766586	5.935803	5.952079	5.866838	6.000472	5.749074	5.910423	5.648622	5.846509	6.040924	5.955135	5.852114	5.779645	5.594697	5.749549
5.914138	5.924974	5.836862	5.957406	6.021968	5.947591	5.955673	5.863866	5.931013	5.697878	5.807112	5.880609	5.970102	5.788965	5.818071	5.6412	5.709155
5.862866	5.98629	5.555216	6.016826	5.862209	5.993048	6.103285	5.902151	5.81365	5.687115	5.878151	5.940953	6.175216	5.914255	5.757211	5.697188	5.691875
6.055997	6.017671	5.63191	5.942814	5.878449	5.914816	6.005266	5.94013	5.725162	5.875014	5.895974	6.08533	6.146716	5.871453	5.798549	5.816672	5.725893
5.974484	6.187921	5.522057	5.971287	5.962477	6.021776	6.032016	5.872384	5.70674	5.989892	5.829532	6.017694	5.87854	6.013461	5.34148	5.623375	5.688495
5.976262	6.071114	6.034342	5.98995	6.122458	6.10865	6.077701	6.047309	5.8372	5.870513	6.001396	5.964621	5.789545	6.149662	5.36373	5.717119	5.264449
5.805096	5.851958	6.055099	5.942437	5.998567	6.098528	6.004318	5.975056	5.730706	5.83356	5.98151	5.746645	5.753277	6.130958	5.765678	5.710799	5.613076
5.852777	5.851523	5.87245	5.823809	5.974193	6.078431	5.903481	5.800069	5.828674	5.830563	6.036699	5.872929	5.946499	6.009431	5.757538	5.82097	5.911616
6.09211	6.017495	5.812029	5.962527	5.823066	6.111822	5.890632	5.891079	5.771286	5.897152	6.188052	6.053801	5.953405	5.815045	5.612258	5.401479	5.912902
6.011955	5.982658	6.021651	5.958421	5.759039	6.040767	5.852924	5.894656	5.788809	5.834501	6.033312	5.997613	5.777655	5.712479	5.525096	5.510157	5.502708
6.049778	5.945876	6.046015	5.820501	5.90081	6.138052	5.777791	5.866544	5.890349	5.925518	5.845179	5.770585	5.849704	5.806678	5.480524	5.532463	5.300461
6.06943	6.063275	6.144722	5.842256	5.843526	6.133315	5.888577	5.910477	6.034889	5.977434	5.790682	5.81907	5.834615	5.895277	5.57983	5.294233	5.54861
5.894573	5.973858	5.894477	5.935295	5.756994	6.026214	6.114659	5.888483	6.08539	6.060115	5.779006	6.032238	5.757763	5.716562	5.538127	5.143638	5.609416
5.973901	6.008559	5.957038	6.146173	5.914744	6.061711	6.015541	5.877944	5.837416	5.953444	5.729986	5.883154	5.697667	5.746252	5.373849	5.565107	5.641734
5.982846	5.953875	5.732934	5.989238	5.847136	6.009401	6.021015	5.946022	5.991762	5.965878	5.977717	5.936108	5.716423	6.029088	5.41665	5.66439	5.728738
5.986516	5.959378	5.882953	6.03382	5.859005	6.031163	5.962451	6.055089	6.042401	6.044243	5.820811	5.913627	5.512511	5.851765	5.526181	5.543555	5.731975
6.144653	5.985947	5.75957	5.96631	5.972859	5.982926	5.878053	5.966495	5.869323	5.81337	6.042169	5.703696	5.578272	5.63562	5.483877	5.697187	5.21351
