1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.961274919371225	0.961505604871689	0.961837320733938	0.962190717763452	0.967106940484722	0.964756622380228	0.969267860380229	0.969911126795599	0.968335506127879	0.970350492484578	0.972351189464785	0.972877494897809	0.972231164932833	0.971651406083813	0.972140360706737	0.976925610624998
0.914957472980672	0.91565006105725	0.916887116544807	0.914996836954934	0.925891726287969	0.921834138690124	0.930312720881249	0.932329468658009	0.929821239798306	0.933618923998179	0.93776080066728	0.939592084746637	0.941297866921939	0.940387927818831	0.941912522730545	0.950772837016512
0.85887550333256	0.858465794232976	0.861968248859673	0.858584405267192	0.875860442534787	0.869081952637345	0.882406707451037	0.886395174259685	0.882310002045717	0.888024395176963	0.895740812237678	0.899615266973819	0.902173471046074	0.903933168103831	0.906186700035504	0.919271214204312
0.795225159374105	0.794329566152411	0.798774513914988	0.794779586322582	0.817289980419625	0.808982171335363	0.827387467382386	0.832085821922943	0.827573717234129	0.835969621699213	0.846941162688726	0.853864255237431	0.857652621200966	0.860557896631475	0.864007932670815	0.882200256046663
0.725793952926056	0.72335888748622	0.729325133683104	0.723887263788326	0.752129205064326	0.74205671771948	0.766239757499331	0.771775171154855	0.767283915204625	0.778099334132535	0.792069263098739	0.801597755283241	0.808576381491839	0.8126404597901	0.81693115535204	0.841402879197507
0.652029799388625	0.649463629951052	0.657305040340848	0.649143947596842	0.683045946231429	0.671196908012121	0.700247693511378	0.706971926265133	0.702839044057403	0.715673688715489	0.732873189859431	0.745066066975977	0.754121487564669	0.761251378385374	0.766305159153237	0.796808577955663
0.575812584294035	0.572675949722283	0.582028511627651	0.574413730201393	0.612627771045086	0.598165357648514	0.631960677235386	0.640045095335489	0.635646425540768	0.65079569125982	0.672013834762703	0.685926412619139	0.69733764303802	0.706462489491816	0.713873710870045	0.749741657122026
0.500555593224441	0.498452647685749	0.507116189874164	0.500577954153616	0.541970047667275	0.525828892110394	0.563354477155109	0.573035738601519	0.567995215703898	0.585375402905677	0.610863927631189	0.626439305777703	0.639499324837457	0.651184881853565	0.659945632544447	0.70105532889918
0.427812864603058	0.425858038110274	0.435853281500665	0.428117335708209	0.472417943604855	0.455401319309515	0.495730438426021	0.506893321946914	0.502572929010985	0.52120842315759	0.549763114102657	0.567608075261975	0.582597805680556	0.596257217775572	0.606628143054691	0.651856637617809
